[run number],SimplePond,last-day,birth_pulses,ini-tadpoles-per-pondpatch,Bd-inf-tadpoles-per-infpondpatch,inf-ponds,tad-mort,meta-mort,t-movement,m-land,baseline_smax,baseline_spn_clearance,baseline_est,baseline_shedding,v-efficacy,v-coverage,vaccination-day,relative_variation,natural_imm_efficacy,c_smax,c_clear,c_est,c_shedding,[step],count metamorphs,prop_deaths_due_to_bd,avg_spn_inten_metas,median_spn_inten_metas,metas_prev,aggregation_inten_metas,realized-coverage,total-zsp-density,control_spn_median,relative_spn_median,control_spn_mean,rel_spn_mean
113,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,11,0.669745958,456.3636364,471,1,4.923824701,0,801607,194.5,1.42159383,221.2818357,1.062363749
114,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,136,0.342391304,256.5588235,245.5,1,19.79312248,0,354388,194.5,0.262210797,221.2818357,0.159421074
115,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,13,0.663615561,455.0769231,479,1,4.672272932,0,735645,194.5,1.462724936,221.2818357,1.056548933
116,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,189,0.307407407,235.1375661,204,1,45.45153771,0,403580,194.5,0.048843188,221.2818357,0.06261576
117,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,79,0.565068493,392.4936709,386,1,12.08589624,0,601142,194.5,0.984575835,221.2818357,0.773727471
118,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,62,0.559859155,430.8387097,442.5,1,6.473168564,0,599858,194.5,1.275064267,221.2818357,0.947013447
119,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,86,0.482014388,339.7906977,323.5,1,21.24609742,0,544463,194.5,0.663239075,221.2818357,0.535556213
120,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,29,0.580547112,445.4827586,439,1,4.544286931,0,580013,194.5,1.257069409,221.2818357,1.013191716
121,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,197,0.158878505,130.3756345,100,1,69.02434574,0,257352,194.5,-0.485861183,221.2818357,-0.410816373
122,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,275,0.010204082,25.625,12,0.08,37.83066202,0,37579,194.5,-0.938303342,221.2818357,-0.884197454
123,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,260,0.184501845,145.2,93,1,91.99048045,0,328033,194.5,-0.5218509,221.2818357,-0.343823231
124,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,207,0.068181818,32.7815534,24.5,1,43.20144832,0,96514,194.5,-0.87403599,221.2818357,-0.851856103
125,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.405,0,90,226,0.083333333,61.51327434,47.5,1,57.02649595,0,138847,194.5,-0.755784062,221.2818357,-0.722013901
126,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,0,0.695767196,0,0,0,0,0,751849,194.5,-1,221.2818357,-1
127,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,68,0.558064516,432.1617647,436,1,5.694565421,0,623496,194.5,1.241645244,221.2818357,0.952992496
128,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,224,0.090452261,78.47321429,41.5,1,112.7418966,0,185537,194.5,-0.786632391,221.2818357,-0.645369833
129,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,196,0.252380952,191.2142857,158,1,53.47478904,0,345444,194.5,-0.187660668,221.2818357,-0.135878979
130,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,263,0.033018868,24,13,0.980988593,99.83061224,0,79368,194.5,-0.933161954,221.2818357,-0.89154103
131,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,22,0.634502924,468.5454545,476.5,1,2.122826469,0,638100,194.5,1.449871465,221.2818357,1.117414893
132,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,58,0.56097561,420.8275862,436,1,10.21855647,0,632260,194.5,1.241645244,221.2818357,0.901771941
133,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,97,0.561349693,400.9381443,418,1,11.42984988,0,647360,194.5,1.149100257,221.2818357,0.811889092
134,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,207,0.184100418,133.8309179,96,1,78.49475172,0,264623,194.5,-0.506426735,221.2818357,-0.39520152
135,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,164,0.369098712,301.2195122,284.5,1,21.8615633,0,458341,194.5,0.462724936,221.2818357,0.361248253
136,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,95,0.463855422,374.4210526,376,1,14.52594824,0,589920,194.5,0.933161954,221.2818357,0.692055073
137,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,113,0.509036145,359.4690265,356,1,14.52032866,0,571305,194.5,0.83033419,221.2818357,0.624485016
138,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,165,0.257009346,258.5333333,239,1,27.07149775,0,353539,194.5,0.228791774,221.2818357,0.168344128
139,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,0,0.705463183,0,0,0,0,0,853613,194.5,-1,221.2818357,-1
140,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,161,0.363636364,250.136646,225,1,33.90664202,0,515538,194.5,0.156812339,221.2818357,0.130398458
141,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,219,0.025906736,20.67664671,10,0.904109589,101.2883995,0,72102,194.5,-0.948586118,221.2818357,-0.906559675
142,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,120,0.511261261,353.975,344.5,1,15.85776247,0,713632,194.5,0.771208226,221.2818357,0.599656831
143,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,228,0.100961538,81.66666667,56,1,74.99901106,0,177190,194.5,-0.712082262,221.2818357,-0.630938227
144,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,238,0.057803468,24.35840708,14,0.983193277,97.67833929,0,79980,194.5,-0.928020566,221.2818357,-0.889921344
145,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,136,0.321969697,303.0147059,291.5,1,23.55362938,0,472193,194.5,0.498714653,221.2818357,0.369360955
146,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,68,0.544378698,390,393.5,1,10.15445848,0,610417,194.5,1.023136247,221.2818357,0.762458264
147,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,192,0.034285714,22.59756098,12.5,0.953125,78.12055397,0,71430,194.5,-0.935732648,221.2818357,-0.897878825
148,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,160,0.279835391,267.075,234.5,1,47.30833977,0,392821,194.5,0.205655527,221.2818357,0.206944976
149,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,165,0.155963303,137.9272727,97,1,83.57113392,0,262860,194.5,-0.501285347,221.2818357,-0.376689586
150,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.47,0,90,180,0.428571429,259.2222222,240,1,28.15416408,0,555895,194.5,0.233933162,221.2818357,0.171457302
151,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,180,0.319727891,225.0833333,207.5,1,32.34481125,0,437224,194.5,0.066838046,221.2818357,0.017179438
152,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,12,0.713513514,438.5833333,435,1,5.923807714,0,773445,194.5,1.236503856,221.2818357,0.98201236
153,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,218,0.099502488,73.27522936,60,1,38.12351292,0,156119,194.5,-0.69151671,221.2818357,-0.66886017
154,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,44,0.630057803,450.1363636,457.5,1,4.24931604,0,665095,194.5,1.35218509,221.2818357,1.034221933
155,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,4,0.659701493,437.25,439.5,1,3.249666476,0,646179,194.5,1.259640103,221.2818357,0.975986861
156,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,137,0.364312268,261.7153285,233,1,39.99299056,0,422398,194.5,0.197943445,221.2818357,0.182723958
157,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,252,0.010362694,23.14285714,9.5,0.392857143,75.66195286,0,55080,194.5,-0.951156812,221.2818357,-0.895414565
158,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,229,0.021052632,25.96618357,12,0.96069869,93.81558998,0,72889,194.5,-0.938303342,221.2818357,-0.882655603
159,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,206,0.115384615,89.83009709,60,1,87.32567019,0,232775,194.5,-0.69151671,221.2818357,-0.594046674
160,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,3,0.702564103,475.3333333,481,1,0.62342216,0,801359,194.5,1.473007712,221.2818357,1.148090157
161,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,237,0.055555556,39.89873418,26,1,71.2555601,0,118136,194.5,-0.866323907,221.2818357,-0.819692683
162,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,235,0.030612245,29.68181818,10.5,0.29787234,153.495851,0,59978,194.5,-0.946015424,221.2818357,-0.86586419
163,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,55,0.483108108,426.5454545,443,1,7.855080357,0,544058,194.5,1.277634961,221.2818357,0.927611696
164,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,111,0.452145215,359.3783784,354,1,15.2654529,0,535486,194.5,0.820051414,221.2818357,0.624075366
165,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,8,0.723744292,487.375,481.5,1,0.880482175,0,868570,194.5,1.475578406,221.2818357,1.202507939
166,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,20,0.64021164,451.4,453.5,1,3.566308327,0,796727,194.5,1.331619537,221.2818357,1.039932462
167,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,166,0.306818182,229.5481928,210,1,37.45552982,0,393774,194.5,0.079691517,221.2818357,0.037356691
168,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,257,0.005154639,80.66666667,15.5,0.054474708,287.9239669,0,46841,194.5,-0.920308483,221.2818357,-0.635457351
169,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,250,0.025125628,22.97345133,12,0.964,73.86764938,0,90817,194.5,-0.938303342,221.2818357,-0.89618013
170,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,239,0,0,0,0,0,0,38168,194.5,-1,221.2818357,-1
171,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,6,0.665983607,455.5,458,1,1.407464325,0,850277,194.5,1.354755784,221.2818357,1.05846087
172,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,199,0.408496732,259.4422111,233,1,36.00192731,0,518784,194.5,0.197943445,221.2818357,0.172451459
173,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,178,0.253623188,213.7921348,190,1,34.89046422,0,372853,194.5,-0.023136247,221.2818357,-0.033846885
174,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,222,0.174468085,159.3693694,132.5,1,58.40326181,0,268800,194.5,-0.318766067,221.2818357,-0.279790097
175,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.531,0,90,41,0.556786704,419.2439024,421,1,7.089522369,0,682917,194.5,1.164524422,221.2818357,0.894615078
176,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,193,0.122340426,138.9119171,110,1,56.56490271,0,230325,194.5,-0.434447301,221.2818357,-0.372239856
177,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,163,0.295081967,269.7730061,249,1,36.58060768,0,411458,194.5,0.280205656,221.2818357,0.2191376
178,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,127,0.459183673,360.7401575,356,1,13.45382988,0,584255,194.5,0.83033419,221.2818357,0.630229414
179,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,243,0.091304348,66.44444444,33,1,114.472567,0,193413,194.5,-0.83033419,221.2818357,-0.699729333
180,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,179,0.307167235,211.726257,192,1,38.79382724,0,408364,194.5,-0.01285347,221.2818357,-0.043182843
181,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,219,0.0657277,47.06849315,23,1,98.55635153,0,144751,194.5,-0.881748072,221.2818357,-0.787291655
182,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,240,0.108695652,99.05833333,67,1,81.21038735,0,220267,194.5,-0.655526992,221.2818357,-0.552343133
183,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,209,0.104803493,102.138756,72,1,63.32067603,0,185224,194.5,-0.629820051,221.2818357,-0.538422322
184,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,0,0.673316708,0,0,0,0,0,769221,194.5,-1,221.2818357,-1
185,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,1,0.684491979,0,0,0,0,0,754666,194.5,-1,221.2818357,-1
186,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,188,0.013986014,0,0,0,0,0,36837,194.5,-1,221.2818357,-1
187,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,5,0.647465438,468.2,471,1,2.378684323,0,773372,194.5,1.42159383,221.2818357,1.115853741
188,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,38,0.650666667,434.7368421,452,1,6.464138473,0,740705,194.5,1.323907455,221.2818357,0.96462959
189,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,86,0.534246575,412.5930233,415,1,8.232147292,0,635743,194.5,1.133676093,221.2818357,0.864558932
190,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,72,0.539325843,401,416.5,1,11.27954761,0,657094,194.5,1.141388175,221.2818357,0.812168625
191,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,0,0.672131148,0,0,0,0,0,805788,194.5,-1,221.2818357,-1
192,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,195,0.203921569,181.6358974,154,1,49.04036362,0,307001,194.5,-0.208226221,221.2818357,-0.179164901
193,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,122,0.467320261,306.3442623,296,1,23.11582764,0,575326,194.5,0.5218509,221.2818357,0.384407632
194,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,78,0.516483516,428.8846154,432.5,1,7.996458299,0,556915,194.5,1.223650386,221.2818357,0.938182653
195,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,198,0.328358209,239.2575758,217,1,38.75779367,0,471380,194.5,0.115681234,221.2818357,0.081234594
196,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,265,0.098360656,98.06792453,55,1,107.5626915,0,234397,194.5,-0.71722365,221.2818357,-0.556818913
197,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,246,0.04845815,33.72244898,20,1,54.31794489,0,105560,194.5,-0.897172237,221.2818357,-0.84760408
198,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,206,0.141700405,141.6893204,109,1,57.46774986,0,276384,194.5,-0.439588689,221.2818357,-0.359688427
199,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,5,0.703703704,473.4,500,1,4.908745247,0,791060,194.5,1.570694087,221.2818357,1.139353185
200,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.588,0,90,200,0.278026906,156.64,132,1,44.87529835,0,315772,194.5,-0.321336761,221.2818357,-0.292124455
201,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,156,0.292035398,217.0064103,193,1,39.15986576,0,375204,194.5,-0.007712082,221.2818357,-0.019321177
202,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,205,0.126213592,143.6731707,107,1,60.95735712,0,232109,194.5,-0.449871465,221.2818357,-0.350723161
203,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,251,0.018779343,25.32083333,12,0.988047809,52.39344108,0,100198,194.5,-0.938303342,221.2818357,-0.885572021
204,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,0,0.759259259,0,0,0,0,0,958373,194.5,-1,221.2818357,-1
205,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,231,0.061611374,49.87445887,29,1,76.80531053,0,146548,194.5,-0.850899743,221.2818357,-0.774611148
206,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,208,0.128865979,143.3413462,117.5,1,48.02693308,0,228902,194.5,-0.395886889,221.2818357,-0.352222718
207,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,236,0.207207207,143.0677966,111.5,1,59.33895298,0,289512,194.5,-0.426735219,221.2818357,-0.353458922
208,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,181,0.330612245,188.8674033,165,1,39.96345213,0,408334,194.5,-0.151670951,221.2818357,-0.146484831
209,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,204,0.23015873,171.3970588,160.5,1,35.49562948,0,310829,194.5,-0.174807198,221.2818357,-0.22543548
210,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,152,0.514367816,318.2302632,300.5,1,24.37205903,0,644655,194.5,0.544987147,221.2818357,0.438121941
211,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,232,0.082949309,72.21982759,38.5,1,116.8760703,0,187744,194.5,-0.802056555,221.2818357,-0.673629662
212,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,63,0.550649351,387.5555556,385,1,11.54263466,0,723075,194.5,0.979434447,221.2818357,0.751411517
213,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,247,0.110169492,88.4291498,48,1,101.6320734,0,213816,194.5,-0.753213368,221.2818357,-0.600377729
214,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,213,0.128342246,104.8732394,68,1,77.4800412,0,202227,194.5,-0.650385604,221.2818357,-0.526064853
215,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,37,0.585858586,441.9459459,452,1,6.057546477,0,689621,194.5,1.323907455,221.2818357,0.997208422
216,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,47,0.652968037,428.8297872,434,1,7.02562316,0,839353,194.5,1.231362468,221.2818357,0.937934878
217,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,181,0.262222222,199.8839779,173,1,43.82232633,0,370033,194.5,-0.110539846,221.2818357,-0.096699568
218,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,5,0.634005764,468.6,486,1,5.393299189,0,678241,194.5,1.498714653,221.2818357,1.117661391
219,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,95,0.49044586,339.9473684,327,1,19.68805197,0,608007,194.5,0.681233933,221.2818357,0.536264228
220,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,135,0.241706161,221.3111111,207,1,29.89776891,0,327374,194.5,0.064267352,221.2818357,0.000132299
221,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,243,0.054455446,36.72995781,17,0.991769547,77.97458017,0,121927,194.5,-0.912596401,221.2818357,-0.834012775
222,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,213,0.22962963,191.8215962,159,1,53.60664086,0,406459,194.5,-0.18251928,221.2818357,-0.133134468
223,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,226,0.13,130.7079646,104,1,58.3785126,0,235532,194.5,-0.46529563,221.2818357,-0.409314532
224,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0,0,0.1,0,0,0,0.642,0,90,128,0.424342105,327.765625,309,1,20.51612358,0,565840,194.5,0.588688946,221.2818357,0.481213421
