[run number],SimplePond,last-day,birth_pulses,ini-tadpoles-per-pondpatch,Bd-inf-tadpoles-per-infpondpatch,inf-ponds,tad-mort,meta-mort,t-movement,m-land,baseline_smax,baseline_spn_clearance,baseline_est,baseline_shedding,v-efficacy,v-coverage,vaccination-day,relative_variation,natural_imm_efficacy,c_smax,c_clear,c_est,c_shedding,[step],count metamorphs,prop_deaths_due_to_bd,avg_spn_inten_metas,median_spn_inten_metas,metas_prev,aggregation_inten_metas,realized-coverage,total-zsp-density,control_spn_median,relative_spn_median,control_spn_mean,rel_spn_mean
722,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.642,0,90,111,0.534883721,361.1981982,363,1,13.23860524,0.2,555605,194.5,0.866323907,221.2818357,0.632299357
723,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.642,0,90,33,0.629807692,435.2424242,427,1,5.297052322,0.2,631528,194.5,1.195372751,221.2818357,0.966914378
724,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.642,0,90,178,0.30794702,258.9157303,231,1,43.91297974,0.2,426499,194.5,0.187660668,221.2818357,0.170072227
725,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.642,0,90,1,0.687350835,0,0,0,0,0.2,718749,194.5,-1,221.2818357,-1
726,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,180,0.279352227,217.8722222,180,1,49.82824416,0.2,366386,194.5,-0.074550129,221.2818357,-0.015408465
727,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,0,0.692893401,0,0,0,0,0.2,725729,194.5,-1,221.2818357,-1
728,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,0,0.761904762,0,0,0,0,0.2,732084,194.5,-1,221.2818357,-1
729,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,14,0.593582888,474.4285714,479,1,1.411484029,0.2,530460,194.5,1.462724936,221.2818357,1.144001426
730,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,42,0.532679739,438.3571429,441.5,1,6.932071362,0.2,457962,194.5,1.269922879,221.2818357,0.980990177
731,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,0,0.709134615,0,0,0,0,0.2,719930,194.5,-1,221.2818357,-1
732,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,239,0.076555024,59.39330544,38,1,66.9149227,0.2,104470,194.5,-0.804627249,221.2818357,-0.731594303
733,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,231,0.096491228,115.7965368,81,1,92.46501048,0.2,160841,194.5,-0.583547558,221.2818357,-0.47670112
734,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,89,0.508896797,406.2808989,411,1,11.24563355,0.2,465885,194.5,1.11311054,221.2818357,0.836033661
735,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,196,0.250980392,208.7704082,175,1,46.05232363,0.2,276335,194.5,-0.100257069,221.2818357,-0.056540689
736,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,12,0.646616541,443.9166667,464,1,7.490127481,0.2,679533,194.5,1.385604113,221.2818357,1.006114353
737,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,242,0.088541667,84.83471074,58,1,71.19195995,0.2,145975,194.5,-0.701799486,221.2818357,-0.616621444
738,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,0,0.739229025,0,0,0,0,0.2,830393,194.5,-1,221.2818357,-1
739,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,234,0.239130435,171.8290598,144.5,1,51.21896311,0.2,285956,194.5,-0.257069409,221.2818357,-0.223483214
740,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,4,0.668903803,471.75,476,1,2.251722311,0.2,621712,194.5,1.447300771,221.2818357,1.131896631
741,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,103,0.420289855,327.9126214,313,1,17.74355438,0.2,471254,194.5,0.609254499,221.2818357,0.481877716
742,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,75,0.552356021,430.4933333,436,1,6.432178795,0.2,606203,194.5,1.241645244,221.2818357,0.945452648
743,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,214,0.071111111,72.3317757,48,1,69.2430984,0.2,144940,194.5,-0.753213368,221.2818357,-0.673123754
744,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,3,0.695454545,484.3333333,482,1,0.384721266,0.2,636648,194.5,1.4781491,221.2818357,1.188762271
745,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,0,0.657458564,0,0,0,0,0.2,600500,194.5,-1,221.2818357,-1
746,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,20,0.64665127,455.75,461,1,5.601610994,0.2,623719,194.5,1.370179949,221.2818357,1.059590651
747,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,212,0.106951872,90.45754717,64.5,1,78.62223457,0.2,162828,194.5,-0.668380463,221.2818357,-0.59121115
748,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,11,0.671171171,438,448,1,6.64109589,0.2,664407,194.5,1.303341902,221.2818357,0.979376204
749,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,0,0.684210526,0,0,0,0,0.2,700904,194.5,-1,221.2818357,-1
750,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.2,0,0.1,0,0,0,0.693,0,90,216,0.125581395,106.962963,77,1,84.36563809,0.2,203408,194.5,-0.604113111,221.2818357,-0.516621133
751,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,253,0.140077821,107.4229249,68,1,98.68137423,0.3,280242,194.5,-0.650385604,221.2818357,-0.514542508
752,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,3,0.666666667,487.3333333,490,1,0.177154583,0.3,685429,194.5,1.519280206,221.2818357,1.202319643
753,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,233,0.035353535,17.11627907,9,0.755364807,39.4923998,0.3,58714,194.5,-0.953727506,221.2818357,-0.922649417
754,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,239,0.057416268,37.85714286,21,1,96.3363108,0.3,131290,194.5,-0.892030848,221.2818357,-0.828918886
755,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,201,0.235294118,175.199005,149,1,49.93150618,0.3,316423,194.5,-0.233933162,221.2818357,-0.208254015
756,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,123,0.396039604,339.2276423,330,1,20.86121816,0.3,525566,194.5,0.696658098,221.2818357,0.533011696
757,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,161,0.357366771,260.5900621,245,1,26.56425515,0.3,501524,194.5,0.259640103,221.2818357,0.17763874
758,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,211,0.218045113,162.2417062,109,1,82.04351218,0.3,359795,194.5,-0.439588689,221.2818357,-0.266809652
759,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,0,0.777777778,0,0,0,0,0.3,1041484,194.5,-1,221.2818357,-1
760,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,187,0.394321767,268.2459893,241,1,28.74313054,0.3,524084,194.5,0.23907455,221.2818357,0.212236822
761,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,56,0.592771084,401.9464286,403.5,1,10.69083397,0.3,735402,194.5,1.074550129,221.2818357,0.816445653
762,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,117,0.395833333,295.7606838,278,1,25.84910554,0.3,466297,194.5,0.429305913,221.2818357,0.336579131
763,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,4,0.67012987,466.25,464.5,1,2.212511171,0.3,741739,194.5,1.388174807,221.2818357,1.10704145
764,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,229,0.066666667,55.46255507,24,0.995633188,144.4187661,0.3,169340,194.5,-0.876606684,221.2818357,-0.74935785
765,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,147,0.303030303,212.5102041,191,1,31.75392193,0.3,363675,194.5,-0.017994859,221.2818357,-0.039640089
766,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,203,0.152941176,114.1970443,89,1,71.7258649,0.3,210415,194.5,-0.542416452,221.2818357,-0.483929424
767,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,216,0.042682927,26.68627451,15,0.986111111,59.00745974,0.3,85015,194.5,-0.922879177,221.2818357,-0.879401423
768,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,249,0.162393162,102.8795181,71,1,84.82645471,0.3,261321,194.5,-0.63496144,221.2818357,-0.535074726
769,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,88,0.449152542,363.2045455,363,1,16.67627866,0.3,500142,194.5,0.866323907,221.2818357,0.641366289
770,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,7,0.660465116,470.5714286,477,1,3.599777373,0.3,810092,194.5,1.452442159,221.2818357,1.126570521
771,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,151,0.507374631,328.9337748,319,1,18.12959337,0.3,589274,194.5,0.640102828,221.2818357,0.486492435
772,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,209,0.246212121,171.4019139,136,1,63.15739995,0.3,333741,194.5,-0.300771208,221.2818357,-0.22541354
773,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,104,0.492307692,362.8942308,351,1,14.52743057,0.3,563823,194.5,0.804627249,221.2818357,0.639963938
774,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,168,0.239583333,189.3988095,169,1,34.16490373,0.3,332263,194.5,-0.131105398,221.2818357,-0.144083341
775,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.095,0,90,68,0.572164948,418.2058824,424,1,10.56685557,0.3,691082,194.5,1.179948586,221.2818357,0.889924137
776,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,155,0.268156425,250.6193548,232,1,32.90799367,0.3,298726,194.5,0.192802057,221.2818357,0.13257988
777,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,200,0.117241379,97.425,78,1,45.80732118,0.3,165093,194.5,-0.598971722,221.2818357,-0.559724368
778,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,11,0.695035461,481.6363636,493,1,3.349943375,0.3,767769,194.5,1.53470437,221.2818357,1.176574331
779,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,16,0.638190955,462.3125,487,1,5.181695282,0.3,679883,194.5,1.503856041,221.2818357,1.0892474
780,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,123,0.340611354,332.7398374,324,1,17.07890899,0.3,422660,194.5,0.665809769,221.2818357,0.503692503
781,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,47,0.57027027,414.2340426,415,1,7.805628569,0.3,575412,194.5,1.133676093,221.2818357,0.871974901
782,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,95,0.506896552,413.3368421,413,1,8.653835796,0.3,552411,194.5,1.123393316,221.2818357,0.867920341
783,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,0,0.69047619,0,0,0,0,0.3,733813,194.5,-1,221.2818357,-1
784,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,90,0.5,380.6666667,382.5,1,11.44750979,0.3,602959,194.5,0.966580977,221.2818357,0.720279775
785,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,96,0.512345679,383.1666667,388,1,15.88895859,0.3,606343,194.5,0.994858612,221.2818357,0.731577585
786,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,0,0.694444444,0,0,0,0,0.3,771367,194.5,-1,221.2818357,-1
787,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,151,0.345991561,261.7284768,234,1,34.77272539,0.3,393158,194.5,0.203084833,221.2818357,0.182783377
788,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,188,0.197368421,192,173,1,36.74192291,0.3,316864,194.5,-0.110539846,221.2818357,-0.132328239
789,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,163,0.128205128,145.607362,127,1,38.67897593,0.3,193169,194.5,-0.347043702,221.2818357,-0.341982312
790,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,194,0.24137931,162.5773196,138,1,47.06139683,0.3,288245,194.5,-0.290488432,221.2818357,-0.265292973
791,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,208,0.011049724,75.28571429,18,0.100961538,108.1954459,0.3,35254,194.5,-0.907455013,221.2818357,-0.65977454
792,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,179,0.234042553,269.2793296,257,1,29.81820835,0.3,354352,194.5,0.321336761,221.2818357,0.216906615
793,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,272,0.121863799,100.3125,62,1,95.63422193,0.3,247912,194.5,-0.681233933,221.2818357,-0.546675398
794,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,183,0.395904437,289.9125683,275,1,23.35415357,0.3,489208,194.5,0.413881748,221.2818357,0.310150774
795,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,185,0.297297297,248.1351351,217,1,38.30730881,0.3,388139,194.5,0.115681234,221.2818357,0.121353383
796,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,54,0.581267218,387.537037,392,1,16.1224968,0.3,612541,194.5,1.015424165,221.2818357,0.751327829
797,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,0,0.693627451,0,0,0,0,0.3,779873,194.5,-1,221.2818357,-1
798,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,10,0.70230608,475.9,484.5,1,2.557703532,0.3,801047,194.5,1.491002571,221.2818357,1.150650994
799,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,0,0.766743649,0,0,0,0,0.3,858361,194.5,-1,221.2818357,-1
800,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.182,0,90,1,0.661399549,0,0,0,0,0.3,702225,194.5,-1,221.2818357,-1
801,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,46,0.556851312,414.7391304,409,1,13.68168571,0.3,632133,194.5,1.102827763,221.2818357,0.874257456
802,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,106,0.426380368,344.7735849,340,1,16.50603102,0.3,473482,194.5,0.748071979,221.2818357,0.558074497
803,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,34,0.557640751,445,453,1,7.171807967,0.3,563931,194.5,1.329048843,221.2818357,1.01101007
804,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,5,0.678111588,477,470,1,1.375262055,0.3,742355,194.5,1.416452442,221.2818357,1.15562203
805,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,159,0.35862069,246.8490566,234,1,30.64606306,0.3,391705,194.5,0.203084833,221.2818357,0.115541435
806,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,218,0.144144144,153.2247706,125,1,57.55010291,0.3,231413,194.5,-0.357326478,221.2818357,-0.307558299
807,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,35,0.592485549,454.0857143,465,1,2.929917352,0.3,607856,194.5,1.390745501,221.2818357,1.052069538
808,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,7,0.631205674,469,465,1,3.248045487,0.3,749139,194.5,1.390745501,221.2818357,1.11946904
809,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,141,0.472222222,330.3404255,319,1,23.95368046,0.3,516973,194.5,0.640102828,221.2818357,0.492849264
810,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,200,0.295202952,273.565,252,1,33.97333486,0.3,382750,194.5,0.29562982,221.2818357,0.23627409
811,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,220,0.208530806,139.1863636,114,1,48.7262135,0.3,266421,194.5,-0.413881748,221.2818357,-0.370999598
812,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,211,0,0,0,0,0,0.3,21607,194.5,-1,221.2818357,-1
813,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,121,0.451827243,349.2479339,347,1,18.58537747,0.3,525169,194.5,0.784061697,221.2818357,0.578294634
814,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,199,0.334782609,259.8743719,244,1,32.36003875,0.3,382231,194.5,0.254498715,221.2818357,0.174404447
815,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,148,0.348275862,315.2364865,303.5,1,23.3898199,0.3,458110,194.5,0.560411311,221.2818357,0.424592694
816,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,137,0.407142857,336.0218978,331,1,23.03480248,0.3,465118,194.5,0.701799486,221.2818357,0.51852454
817,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,227,0,0,0,0,0,0.3,24213,194.5,-1,221.2818357,-1
818,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,230,0.236842105,147.4217391,112.5,1,64.65602368,0.3,302014,194.5,-0.42159383,221.2818357,-0.333782917
819,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,248,0.005076142,0,0,0,0,0.3,33302,194.5,-1,221.2818357,-1
820,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,0,0.674863388,0,0,0,0,0.3,658277,194.5,-1,221.2818357,-1
821,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,216,0.181415929,143.2268519,107.5,1,70.27972421,0.3,265752,194.5,-0.447300771,221.2818357,-0.352740132
822,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,94,0.53,400.7021277,408,1,14.1226205,0.3,606981,194.5,1.097686375,221.2818357,0.810822503
823,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,71,0.617318436,406.8732394,414,1,10.10142125,0.3,646257,194.5,1.128534704,221.2818357,0.838710521
824,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,186,0.329411765,236,208.5,1,39.02666056,0.3,377398,194.5,0.071979434,221.2818357,0.066513206
825,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.262,0,90,87,0.523131673,383.6781609,377,1,13.70355735,0.3,533412,194.5,0.938303342,221.2818357,0.733889091
826,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.336,0,90,63,0.585185185,415.7777778,415,1,7.089274323,0.3,607571,194.5,1.133676093,221.2818357,0.878951232
827,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.336,0,90,121,0.475884244,360.2644628,349,1,16.43240847,0.3,517832,194.5,0.794344473,221.2818357,0.628079691
828,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.336,0,90,111,0.518731988,362.4684685,355,1,17.845004,0.3,619726,194.5,0.825192802,221.2818357,0.638039866
829,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.336,0,90,0,0.762672811,0,0,0,0,0.3,947471,194.5,-1,221.2818357,-1
830,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.336,0,90,96,0.542772861,396.5520833,403.5,1,9.948218401,0.3,534067,194.5,1.074550129,221.2818357,0.792067939
831,FALSE,90,1,500,1,1,0.06,0.02,0.25,0.1,562,0.09,0.25,17.8,1,0.3,0,0.1,0,0,0,0.336,0,90,191,0.117346939,99.2408377,49,1,132.3353199,0.3,224296,194.5,-0.748071979,221.2818357,-0.551518373
